,user_id,posted,recommend
8870,76561198066845155,2014-07-15,True
8871,76561198081631721,,True
8872,76561198081631721,2014-12-31,True
8873,alyboxie,,True
8874,alyboxie,2015-04-02,True
8875,alyboxie,2014-06-29,True
8876,alyboxie,2013-11-05,True
8877,alyboxie,2013-01-30,False
8878,alyboxie,2012-08-27,True
8879,76561198085151512,2015-04-04,True
8880,76561198064135570,2015-06-30,True
8881,76561198036740385,2013-06-05,True
8882,1800-Ricohut,2015-11-21,True
8883,1800-Ricohut,2014-01-01,True
8884,1800-Ricohut,2014-03-12,True
8885,1800-Ricohut,2013-12-27,True
8886,1800-Ricohut,2015-07-22,False
8887,1800-Ricohut,,True
8888,76561198056942792,,True
8889,76561198056942792,2015-04-24,False
8890,AciidxWarrior,2015-05-29,True
8891,76561198098113275,2014-08-12,True
8892,TheGarageMan,2014-02-12,True
8893,TheGarageMan,2013-12-26,True
8894,TheGarageMan,2013-11-21,True
8895,backlash2004,,False
8896,thatdamnplayer,2014-06-08,True
8897,thatdamnplayer,2015-04-09,True
8898,thatdamnplayer,2013-12-04,False
8899,thatdamnplayer,2013-12-02,True
8900,76561198039957089,2015-05-14,True
8901,spiritofsoup,2014-06-20,True
8902,spiritofsoup,2015-06-24,True
8903,76561197973196808,2014-11-04,True
8904,BADDDDGER,2014-01-05,True
8905,BagGoneWrongGoneSexual,2015-05-09,True
8906,BagGoneWrongGoneSexual,2015-07-13,True
8907,76561198081332337,2015-01-10,True
8908,76561198055911628,2015-08-28,True
8909,ballig,2015-06-19,False
8910,FatalJester3,,True
8911,81447,2014-04-02,True
8912,darainthebanana,,True
8913,darainthebanana,,True
8914,darainthebanana,,True
8915,darainthebanana,,True
8916,lone_cow,2014-06-27,True
8917,BananaCar,2015-02-19,True
8918,BananaCar,2015-02-19,True
8919,BananaCar,,False
8920,BananaCar,2014-11-23,True
8921,BananaCar,2015-02-19,True
8922,BananaCar,2015-02-19,True
8923,BananaCar,,False
8924,BananaCar,2014-11-23,True
8925,BananaChips,2014-09-06,True
8926,76561198011303077,,False
8927,76561198011303077,2015-01-23,False
8928,76561198034784208,,True
8929,Banditx0r,,True
8930,Banditx0r,2014-02-16,True
8931,Whyunofag,,True
8932,banjo123,2015-10-13,True
8933,banjo123,2013-12-11,True
8934,KelvinTradingCockCompany,2015-12-15,True
8935,KelvinTradingCockCompany,,False
8936,KelvinTradingCockCompany,2014-12-21,True
8937,KelvinTradingCockCompany,2014-07-23,True
8938,KelvinTradingCockCompany,2013-12-26,True
8939,76561198041862806,,True
8940,Barbozabrasil,2014-06-23,True
8941,synkchronization,2014-06-29,False
8942,76561198068976644,2015-12-22,True
8943,76561198053887236,2013-07-21,True
8944,76561198053887236,2013-06-04,True
8945,76561198040660567,,False
8946,76561198040660567,2013-12-13,True
8947,Snifflez,2013-12-25,True
8948,fui312,2014-07-23,True
8949,fui312,,True
8950,fui312,2014-01-25,True
8951,fui312,2014-04-14,False
8952,fui312,,True
8953,fui312,2015-10-05,True
8954,76561198280439853,,True
8955,76561198280439853,,True
8956,76561198280439853,,True
8957,76561198280439853,,True
8958,76561198033873460,2014-03-20,True
8959,76561198033873460,2012-11-11,True
8960,batmancomp,2014-08-02,True
8961,45685748567857,2015-12-23,True
8962,Batman4040,2015-01-27,True
8963,76561198071052616,2015-09-05,True
8964,76561198069160320,2015-10-28,True
8965,76561198069160320,2015-11-03,True
8966,76561198069160320,2015-11-06,True
8967,76561198069160320,,True
8968,76561198069160320,2014-09-28,True
8969,76561198069160320,2014-08-01,True
8970,76561198069160320,2015-04-14,True
8971,76561198069160320,2013-12-07,True
8972,WhenWeWereYoungggg,2012-06-04,True
8973,WhenWeWereYoungggg,2014-06-02,False
8974,76561198036037520,2011-08-19,True
8975,76561198036037520,2015-11-22,True
8976,76561198036037520,2014-06-29,True
8977,76561198056570401,2015-03-27,True
8978,76561198056570401,2012-06-08,True
8979,76561198123465149,2015-06-25,True
8980,76561198076076634,2014-03-09,True
8981,76561198061650250,2014-03-23,True
8982,76561198009053218,2014-06-24,True
8983,Zamyzam,2013-12-30,True
8984,BB_CORN,2014-09-03,True
8985,BB_CORN,2014-07-02,True
8986,BB_CORN,2014-01-30,True
8987,GoodOldJacob,2015-04-02,False
8988,GoodOldJacob,2014-11-10,True
8989,GoodOldJacob,2015-06-23,True
8990,GoodOldJacob,2013-11-11,True
8991,GoodOldJacob,,True
8992,GoodOldJacob,2015-08-03,True
8993,GoodOldJacob,2015-05-29,True
8994,GoodOldJacob,2013-12-03,True
8995,YourOwnMax,2013-03-09,True
8996,YourOwnMax,2013-06-05,True
8997,YourOwnMax,2014-12-21,True
8998,YourOwnMax,2013-11-12,True
8999,YourOwnMax,2013-11-16,True
9000,YourOwnMax,2015-04-23,True
9001,YourOwnMax,2013-10-31,True
9002,swaggggggg,,True
9003,swaggggggg,,True
9004,swaggggggg,2013-12-04,True
9005,swaggggggg,,True
9006,swaggggggg,,True
9007,swaggggggg,,True
9008,swaggggggg,2015-12-02,True
9009,76561198057926017,2015-12-27,True
9010,76561198057926017,,True
9011,76561198057926017,2015-04-18,True
9012,76561198061011055,2015-03-16,False
9013,BearMuffins,,True
9014,BearMuffins,,True
9015,76561198082939654,2014-06-05,True
9016,76561198082939654,2014-12-21,True
9017,76561198082939654,2014-11-29,True
9018,76561198082939654,2014-12-28,True
9019,76561198082939654,2014-06-06,True
9020,76561198082939654,2014-05-09,True
9021,nickluvsbacon,2014-03-21,True
9022,76561198086039782,2015-05-06,True
9023,76561198080354888,2015-09-21,False
9024,76561198080354888,2015-11-24,True
9025,76561198080354888,2015-01-03,True
9026,76561198080354888,2015-06-13,True
9027,76561198080354888,2015-12-13,True
9028,76561198080354888,2015-04-30,True
9029,76561198083213265,2014-01-15,True
9030,76561197968887720,2015-10-14,False
9031,76561197968887720,2011-09-11,True
9032,beepsiren,2015-04-12,True
9033,bieel123,2015-03-27,True
9034,volcanopyre,2013-12-09,True
9035,76561198083247739,2014-12-25,True
9036,76561198083247739,2014-08-08,True
9037,76561198083247739,2014-01-31,True
9038,Bellator1206,2013-09-21,True
9039,Bellator1206,2014-03-13,True
9040,shotmum,2014-07-13,True
9041,shotmum,2013-12-15,True
9042,iamericcartman,,True
9043,iamericcartman,2015-07-20,True
9044,iamericcartman,,True
9045,iamericcartman,,True
9046,76561198046863149,2014-01-04,True
9047,76561198047421467,2014-12-12,True
9048,benji2d,2013-11-13,True
9049,benji2d,2012-08-09,True
9050,infinityhz,2015-09-04,True
9051,BennanaBen,2014-04-14,True
9052,BennanaBen,2014-11-12,True
9053,BennanaBen,2014-05-24,True
9054,76561198043775789,2014-06-21,True
9055,bennytrev,2014-12-21,True
9056,bennytrev,2015-07-21,False
9057,bennytrev,2014-02-15,True
9058,76561198073039037,2014-12-06,True
9059,76561198073039037,2015-09-06,False
9060,76561198021147247,,True
9061,76561198091913914,,True
9062,Wing_IKU,2015-11-02,True
9063,Wing_IKU,2015-07-05,True
9064,Wing_IKU,,True
9065,BerserkDragon,2015-03-23,True
9066,76561198025912095,2012-10-03,True
9067,76561198013922033,,True
9068,76561198041964530,2014-07-12,True
9069,76561198095674132,2013-11-26,True
9070,76561198045540232,2015-09-29,True
9071,76561198045540232,2015-04-25,True
9072,76561198045540232,2014-12-05,True
9073,76561198045174821,2014-06-21,True
9074,76561198083484293,2015-02-06,True
9075,Biatchplz,2014-02-08,True
9076,76561198106923993,2014-10-19,True
9077,76561198106923993,2014-08-15,True
9078,biendeo,2013-05-17,True
9079,biendeo,2015-01-02,False
9080,TTDrak,2014-02-28,True
9081,bigfoot57,2015-02-28,True
9082,bigfoot57,2015-02-13,True
9083,bigfoot57,,True
9084,bigfoot57,2015-02-13,True
9085,bigfoot57,2013-12-10,True
9086,Jeff_is_Back,2015-05-25,True
9087,Jeff_is_Back,,True
9088,Jeff_is_Back,,True
9089,Jeff_is_Back,,True
9090,76561198079330474,2015-05-05,True
9091,76561198079330474,2014-02-12,True
9092,cakeandstuff,2014-10-04,True
9093,PSLOVER9,,True
9094,PSLOVER9,2015-08-29,True
9095,PSLOVER9,,True
9096,PSLOVER9,,True
9097,PSLOVER9,2015-07-16,True
9098,76561198069400532,,True
9099,76561198046020863,,True
9100,76561198042250524,2014-09-19,True
9101,williamborowiak,,True
9102,williamborowiak,2015-03-25,True
9103,76561198056935561,2014-08-14,True
9104,76561198056935561,2015-01-08,False
9105,76561198067894752,2015-10-22,True
9106,76561198067894752,2015-10-22,True
9107,frosty0wnz6,2015-05-23,True
9108,frosty0wnz6,,True
9109,mossizaza2611,2015-08-21,True
9110,mossizaza2611,2013-12-13,True
9111,76561198006560154,2014-02-20,True
9112,76561198006560154,,True
9113,76561198065730591,2015-09-27,True
9114,Bird_Of_PrAy,,True
9115,birdsrule,,True
9116,birdsrule,2014-05-01,False
9117,Russia-,2014-06-27,True
9118,Priv4tejeej,2015-07-17,True
9119,76561198065439231,2014-12-12,True
9120,Joshualynes,,True
9121,76561198067170839,2013-01-18,True
9122,manuelflynn,2014-06-24,True
9123,manuelflynn,2015-06-15,True
9124,76561198104126159,2015-12-29,True
9125,Mizuotoshi,2014-07-31,True
9126,Mizuotoshi,2014-07-12,True
9127,76561198078833521,2014-06-24,True
9128,76561198078833521,2013-09-08,True
9129,BJEXHOOP,2014-03-07,True
9130,76561198024889385,2014-12-21,True
9131,bl00dlock,2014-01-02,True
9132,bl00dlock,2014-01-23,True
9133,BlackTheKing,2015-11-09,True
9134,BlackTheKing,2015-08-23,True
9135,BlackTheKing,2015-06-23,True
9136,76561198065603460,2014-09-11,True
9137,76561198091133921,2015-12-10,True
9138,76561198091133921,,True
9139,76561198091133921,2015-12-15,True
9140,noonzy,,True
9141,noonzy,2013-12-01,True
9142,friendlyBlackm,,True
9143,friendlyBlackm,2014-06-26,False
9144,friendlyBlackm,2015-06-01,True
9145,friendlyBlackm,2014-06-26,True
9146,friendlyBlackm,2014-01-24,True
9147,friendlyBlackm,2012-12-18,True
9148,BlackadderV,2014-07-14,True
9149,BlackadderV,2012-02-13,True
9150,BlackadderV,2014-07-14,True
9151,BlackadderV,2012-02-13,True
9152,76561198007317042,2014-01-05,True
9153,76561198007317042,2012-08-24,True
9154,76561198007317042,2012-07-12,True
9155,76561198007317042,2012-02-17,True
9156,76561198007317042,2011-07-22,True
9157,76561198062271952,2015-05-08,True
9158,BlackBird252L,,False
9159,BlackBird252L,2014-08-16,True
9160,BlackBird252L,,False
9161,BlackFangAU,2014-10-12,True
9162,BlackFangAU,2014-02-22,True
9163,76561198058156706,2014-06-08,True
9164,76561198096496816,,True
9165,76561198070943489,2014-01-03,True
9166,76561198070943489,2014-01-03,True
9167,76561198070943489,2014-05-03,True
9168,Kevin_F,2015-10-21,False
9169,Kevin_F,,True
9170,Kevin_F,,True
9171,Kevin_F,,True
9172,Kevin_F,2015-12-09,False
9173,Kevin_F,2015-12-02,True
9174,Kevin_F,2015-10-20,True
9175,Kevin_F,2015-01-15,True
9176,76561198092776352,,True
9177,76561198082591639,2014-07-07,True
9178,76561198082591639,2014-07-07,True
9179,76561198082591639,2014-06-29,True
9180,76561198082591639,2014-06-29,True
9181,76561198082591639,2014-06-29,True
9182,VilePurple,2015-08-15,True
9183,wcLorent,2014-01-20,False
9184,wcLorent,2014-07-16,True
9185,wcLorent,2015-12-26,True
9186,wcLorent,2015-02-08,True
9187,wcLorent,2014-07-12,True
9188,wcLorent,2014-02-17,True
9189,wallopin-websnappers,2015-04-09,True
9190,wallopin-websnappers,2015-07-31,True
9191,76561198078072214,2014-04-23,True
9192,godblazeyou,2014-03-19,True
9193,godblazeyou,2014-09-30,True
9194,godblazeyou,2014-06-22,True
9195,76561198071482754,,True
9196,76561198084051373,2015-01-30,True
9197,76561198084051373,2015-01-29,True
9198,76561198084051373,,True
9199,76561198084051373,,True
9200,76561198084051373,2015-11-11,True
9201,76561198084051373,,True
9202,76561198180009299,2015-07-16,False
9203,76561198180009299,2015-09-19,True
9204,76561198180009299,2015-07-24,True
9205,76561198180009299,2015-08-17,True
9206,76561198091128519,2014-06-26,True
9207,76561198091128519,2014-06-28,False
9208,76561198091128519,2014-06-27,True
9209,BleachedBatman,2013-12-04,True
9210,BleachedBatman,2014-03-21,True
9211,76561198068339167,,False
9212,MrRoyalRhino,2014-04-07,True
9213,76561198082494813,2014-11-18,True
9214,BlindR3alm,,True
9215,BlindR3alm,2013-08-19,True
9216,ooblinkoo,2014-06-28,False
9217,ooblinkoo,2014-07-27,True
9218,BlippX1,2015-11-27,True
9219,BlippX1,2013-01-23,True
9220,BlippX1,2015-12-10,True
9221,76561198066905830,,True
9222,76561198066905830,2015-11-01,True
9223,BeyondBlitz,,True
9224,BeyondBlitz,2013-12-13,True
9225,BeyondBlitz,,True
9226,BeyondBlitz,,False
9227,BeyondBlitz,,True
9228,76561198088724903,2013-11-25,True
9229,76561198077518891,,True
9230,Blood_and_Bone,2015-03-24,False
9231,Blood_and_Bone,2015-08-30,True
9232,Blood_and_Bone,,True
9233,Blood_and_Bone,,True
9234,Blood_and_Bone,,True
9235,Blood_and_Bone,,True
9236,Blood_and_Bone,,False
9237,Blood_and_Bone,,False
9238,Bloodknight132,2014-06-25,True
9239,Bloodknight132,,True
9240,Bloodknight132,2015-01-15,True
9241,empoleous,2015-10-05,True
9242,bloodspilla,2015-03-02,True
9243,bloodspilla,,True
9244,bloodspilla,,False
9245,bloodspilla,2015-02-09,True
9246,bloodspilla,2014-12-31,False
9247,bloodspilla,2013-12-29,True
9248,bloodtank,,True
9249,bloodyjak,2014-09-27,True
9250,bloodyjak,2014-07-09,True
9251,bloodyjak,2014-07-09,True
9252,bloodyjak,2014-01-01,True
9253,bloodyjak,2013-10-18,True
9254,bloodyjak,2011-06-02,False
9255,chargae,,True
9256,blue76gaming,2015-03-23,True
9257,blue76gaming,2014-08-29,True
9258,BACONNOMNOM,2015-03-27,True
9259,BACONNOMNOM,2014-12-20,False
9260,ClaireBunny,2015-07-02,True
9261,sw00dd00d,2014-01-14,True
9262,76561198070262563,2015-05-21,True
9263,BlueYuY,2015-06-06,True
9264,BlueYuY,,False
9265,BlueYuY,2015-09-28,True
9266,BlueYuY,2015-07-13,True
9267,BlueYuY,,False
9268,BlueDragonOfficial,,True
9269,BlueDragonOfficial,2014-10-13,True
9270,BlueDragonOfficial,2014-04-22,True
9271,BlueDragonOfficial,2015-12-18,True
9272,BlueDragonOfficial,2015-12-02,True
9273,BlueDragonOfficial,2015-08-03,False
9274,BlueDragonOfficial,2014-08-06,True
9275,76561198042163355,2013-12-12,True
9276,76561198042163355,2014-01-20,True
9277,76561198042163355,2014-08-02,True
9278,76561198042163355,2014-06-15,True
9279,76561198042163355,2014-04-20,False
9280,76561198042163355,2014-02-01,False
9281,76561198042163355,2014-01-02,True
9282,BLueKangaRoO,,True
9283,blupear,2014-03-01,True
9284,Tayloki,2015-04-20,True
9285,76561198101689269,2014-04-16,True
9286,76561198101689269,2014-09-24,True
9287,76561198080194046,2015-07-15,True
9288,Bluewolf279,2015-07-10,True
9289,Bluewolf279,2015-06-08,True
9290,TheOnlyBluey,2015-03-17,True
9291,TheFakeLeafy,2014-12-08,True
9292,TheFakeLeafy,2015-07-04,True
9293,76561198125535440,2015-06-06,True
9294,BluTak,2014-05-07,True
9295,BluTak,2011-07-04,True
9296,akmale,2014-02-12,True
9297,akmale,2014-02-12,True
9298,DjPhoon,2013-03-23,True
9299,DjPhoon,2013-10-31,True
9300,DjPhoon,2013-04-03,True
9301,76561198060068927,2014-03-02,True
9302,boaty7_3_21,2015-12-02,True
9303,boaty7_3_21,2014-10-14,True
9304,mlgfolkie,,True
9305,mlgfolkie,2015-04-15,True
9306,mini_guy1,2015-12-21,True
9307,mini_guy1,2015-12-29,True
9308,mini_guy1,2015-07-01,True
9309,mini_guy1,2015-01-03,True
9310,kaiqueszan,,True
9311,kaiqueszan,2015-12-11,True
9312,76561198062378132,,True
9313,rooneywatson,2015-06-22,True
9314,rooneywatson,2015-06-22,True
9315,rooneywatson,2015-06-22,True
9316,rooneywatson,2015-06-05,True
9317,76561198095184401,2015-05-10,True
9318,76561198095184401,2015-05-09,True
9319,76561198095184401,2014-10-07,True
9320,WhyAreYouGoingOnToMyProfile,,False
9321,WhyAreYouGoingOnToMyProfile,2014-06-21,True
9322,WhyAreYouGoingOnToMyProfile,2015-08-29,False
9323,blakey700,,False
9324,blakey700,,False
9325,blakey700,2015-10-17,True
9326,76561198055117884,2015-11-19,True
9327,76561198055117884,2015-04-01,True
9328,76561198051623381,2014-04-26,True
9329,76561198051623381,2015-01-17,True
9330,76561198044745022,,True
9331,76561198058495935,,False
9332,KotomiBestCharacter,2014-07-07,True
9333,KotomiBestCharacter,2015-07-11,True
9334,KotomiBestCharacter,2014-09-28,True
9335,Bogers69,,True
9336,Bogers69,,False
9337,Bogers69,2013-01-17,True
9338,nbohlsen,2014-01-05,True
9339,nbohlsen,,True
9340,nbohlsen,2014-03-23,True
9341,nbohlsen,2013-08-10,True
9342,GreasyGreg,2015-01-06,True
9343,GreasyGreg,2014-01-28,True
9344,boldboulder,2015-06-14,True
9345,blTaaaa,2015-07-01,True
9346,76561198047613547,2013-01-12,True
9347,BomberThink,2013-11-25,True
9348,BomberThink,2014-01-31,True
9349,GOFUCKYOURSELFYOULILCUNT,2015-10-10,True
9350,GOFUCKYOURSELFYOULILCUNT,,False
9351,GOFUCKYOURSELFYOULILCUNT,,True
9352,76561198064582506,2014-08-01,False
9353,76561198064582506,2014-06-22,True
9354,76561198064582506,2014-04-26,True
9355,76561198064582506,2013-12-18,True
9356,76561198064582506,2013-11-27,True
9357,friarfuck,2014-10-01,True
9358,friarfuck,,True
9359,friarfuck,,True
9360,friarfuck,,True
9361,friarfuck,2014-12-19,True
9362,friarfuck,2014-12-19,True
9363,friarfuck,2014-08-28,True
9364,friarfuck,2013-12-03,True
9365,76561198092373642,2015-01-30,False
9366,scrubnauts_,2014-11-14,True
9367,scrubnauts_,2014-05-21,True
9368,76561198083799893,2015-07-28,True
9369,76561198083799893,2015-07-28,True
9370,76561198094161460,2013-06-27,True
9371,76561198061172661,2014-06-12,True
9372,76561198061172661,2014-01-15,True
9373,POOFTARINO,2014-05-31,True
9374,POOFTARINO,2014-01-18,True
9375,POOFTARINO,2014-01-04,True
9376,POOFTARINO,2013-12-30,True
9377,POOFTARINO,2013-11-29,True
9378,POOFTARINO,2013-12-31,True
9379,ToadHog,,True
9380,76561198069183109,2014-02-12,True
9381,76561198051264518,2014-02-15,True
9382,76561198051264518,2014-12-14,True
9383,giveyouagoodlink,2015-09-01,True
9384,giveyouagoodlink,2015-07-27,False
9385,Vri404,2013-12-12,True
9386,Vri404,2014-02-02,False
9387,Vri404,2015-09-14,True
9388,Vri404,2015-02-07,True
9389,GN1,,True
9390,GN1,,True
9391,GN1,,True
9392,GN1,2015-12-01,True
9393,76561198121814642,2015-05-07,True
9394,76561198121814642,2014-07-03,True
9395,gamername13,2015-01-30,True
9396,gamername13,2014-11-17,True
9397,hemphill,2013-12-27,True
9398,BowdeyThomas,,True
9399,bowedstar,2013-12-25,True
9400,bowedstar,2015-04-05,True
9401,bowedstar,2015-03-21,True
9402,bowedstar,,True
9403,bowedstar,2014-12-19,True
9404,76561198098657376,2015-12-23,True
9405,bow47,,True
9406,bow47,,True
9407,bow47,,True
9408,bow47,,True
9409,bow47,,True
9410,bow47,,True
9411,bow47,,True
9412,bow47,2015-03-29,True
9413,bow47,2014-12-18,False
9414,bow47,2014-09-17,True
9415,76561198009636321,2015-08-10,False
9416,numlach,2015-12-01,True
9417,BoxMatrix,2013-12-20,True
9418,76561198057803852,2015-05-13,True
9419,76561198108079787,,True
9420,76561198108079787,,False
9421,76561198108079787,,True
9422,76561198108079787,2013-12-03,True
9423,76561197972384083,2013-12-06,True
9424,12345678901234567890123456567890,2015-05-14,True
9425,12345678901234567890123456567890,2014-08-19,True
9426,12345678901234567890123456567890,2014-06-24,True
9427,12345678901234567890123456567890,2015-08-28,False
9428,12345678901234567890123456567890,2015-03-26,True
9429,12345678901234567890123456567890,2015-11-05,True
9430,12345678901234567890123456567890,2014-11-28,True
9431,76561198058324609,2015-06-05,True
9432,76561198058324609,2013-12-14,True
9433,SDAFAWRFGRSEG,2014-06-21,True
9434,SDAFAWRFGRSEG,2015-11-05,True
9435,SDAFAWRFGRSEG,2015-04-08,True
9436,76561198073933737,2014-10-05,True
9437,brat81,2012-06-30,True
9438,brat81,,True
9439,brat81,2012-07-15,True
9440,brat81,2012-01-02,True
9441,brat81,2011-07-09,True
9442,bravebird1932,2015-05-10,True
9443,76561198070070375,,True
9444,76561198070070375,2014-09-06,True
9445,brdzi,,True
9446,brdzi,2015-08-27,True
9447,brdzi,2015-06-06,True
9448,suk_my_dik,2014-09-15,True
9449,76561198045946517,2015-12-11,True
9450,76561198045946517,2015-10-12,True
9451,DopeOxide,2015-08-29,False
9452,76561198084697240,2015-10-03,True
9453,76561198084697240,,True
9454,76561198084697240,,True
9455,76561198084697240,,True
9456,76561198084697240,,True
9457,76561198084697240,,True
9458,76561198084697240,,True
9459,76561198084697240,2014-08-26,True
9460,76561198084697240,2014-04-14,True
9461,76561198051897386,,True
9462,76561198053916134,2013-12-27,False
9463,76561198053916134,2014-07-08,False
9464,Jetforce120,,True
9465,Brendomir,2013-03-26,True
9466,Brendomir,2013-01-02,True
9467,Brendomir,,True
9468,Brendomir,2012-09-18,True
9469,Brendomir,2014-12-19,False
9470,Brendomir,2014-04-24,True
9471,Thatonecuntwiththeprofileandshit,2014-07-08,True
9472,76561198048246554,,False
9473,76561198048246554,2014-08-16,True
9474,76561198069400418,2013-12-25,True
9475,76561197996426485,2014-10-17,True
9476,76561197996426485,2014-06-20,True
9477,The-Party,2015-12-15,True
9478,The-Party,,True
9479,The-Party,2015-08-13,True
9480,The-Party,2015-05-28,True
9481,janope,2014-07-10,True
9482,janope,2014-07-10,True
9483,76561198066638492,2014-06-06,True
9484,76561198066638492,2014-05-23,True
9485,rainbowducklings4lyf,2014-06-13,True
9486,76561198095920833,2015-02-24,True
9487,76561198095920833,2014-12-21,True
9488,76561198095920833,2015-06-06,True
9489,76561198095920833,2015-01-05,True
9490,76561198095920833,2014-12-10,True
9491,76561198095920833,2014-07-12,True
9492,76561198095920833,2014-06-27,True
9493,76561198097758931,2015-06-21,True
9494,BABBYMAN,2015-03-13,True
9495,BABBYMAN,2014-12-13,False
9496,Brocolie8,2015-03-31,True
9497,Brocolie8,2015-01-19,True
9498,Brocolie8,2015-01-22,True
9499,Brocolie8,2015-01-19,True
9500,kingholica,2014-05-24,True
9501,BrodyL12,2013-11-28,False
9502,BrodyL12,2013-11-28,False
9503,BrodyL12,2013-11-28,True
9504,BrodyL12,2012-07-20,True
9505,BrodyL12,2011-08-14,True
9506,BrodyL12,2013-11-25,True
9507,BrodyL12,,True
9508,BrodyL12,2013-11-28,False
9509,BrodyL12,2015-04-25,True
9510,Brojomojo,2014-06-20,True
9511,Brojomojo,2014-08-15,False
9512,76561198063199558,2014-02-15,True
9513,76561198063199558,2015-01-30,True
9514,76561198063199558,2014-08-12,True
9515,76561198063199558,2014-01-10,True
9516,hfoxy,2015-06-12,True
9517,hfoxy,,False
9518,hfoxy,,True
9519,hfoxy,,True
9520,76561198055070495,2015-06-27,True
9521,76561198055070495,2015-02-20,True
9522,Bronx9146,2013-07-29,True
9523,Bronx9146,2012-01-02,True
9524,76561198108132163,2015-08-03,False
9525,76561198108132163,2014-12-18,True
9526,76561198088416466,,True
9527,76561198088416466,,True
9528,broxce,2013-06-04,True
9529,broxce,2012-03-29,True
9530,brsajo,2015-12-23,True
9531,xtomx_freedom,2014-06-07,True
9532,xtomx_freedom,2014-01-03,True
9533,xtomx_freedom,2014-01-03,True
9534,xtomx_freedom,2014-06-07,True
9535,xtomx_freedom,2014-01-03,True
9536,xtomx_freedom,2014-01-03,True
9537,xtomx_freedom,2014-01-02,True
9538,76561198041149604,2015-04-21,True
9539,76561198041149604,2014-06-22,True
9540,76561198028042361,2013-11-28,True
9541,bryan4085,2014-04-26,True
9542,bryan4085,2014-12-16,True
9543,bryan4085,2013-07-18,True
9544,bryan4085,2014-01-28,True
9545,76561198052831153,2014-05-19,True
9546,76561198052831153,2015-02-08,True
9547,76561198052831153,2014-11-21,True
9548,76561198052831153,2015-04-01,True
9549,76561198052831153,2014-12-08,True
9550,76561198052831153,,True
9551,76561198052831153,2015-04-15,True
9552,76561198052831153,2014-08-02,True
9553,76561198052831153,2014-07-05,True
9554,76561198060429887,2015-01-28,True
9555,76561198060429887,2014-05-10,True
9556,76561198060429887,2015-10-17,False
9557,76561198060429887,2015-10-21,True
9558,btz2020,2015-12-05,True
9559,btz2020,2014-06-29,True
9560,76561198079705633,,True
9561,76561198079705633,2015-01-23,False
9562,76561198079705633,2015-02-17,False
9563,76561198079705633,2014-06-15,True
9564,76561198079705633,,True
9565,76561198079705633,2013-09-25,True
9566,76561198085144241,2014-05-14,True
9567,76561198069465728,2015-08-05,True
9568,76561198069465728,2014-11-12,True
9569,budgiethesmuggler,2015-01-28,True
9570,budgiethesmuggler,2014-04-15,True
9571,budgiethesmuggler,,True
9572,76561198081938549,2015-03-20,True
9573,budniak1,2014-09-21,True
9574,bRNSHITUP,2015-05-02,True
9575,tinbgr,2015-01-25,True
9576,tinbgr,2014-11-02,True
9577,tinbgr,2013-11-29,True
9578,tinbgr,2014-12-01,True
9579,tinbgr,2014-01-01,True
9580,Unclehamisawesome,2015-08-07,True
9581,Unclehamisawesome,,True
9582,Unclehamisawesome,,True
9583,76561198042779835,,True
9584,coolvibesandchill,2013-11-30,True
9585,coolvibesandchill,2015-03-07,True
9586,coolvibesandchill,2014-01-01,True
9587,coolvibesandchill,2013-12-31,True
9588,coolvibesandchill,2014-11-27,True
9589,coolvibesandchill,2014-08-24,False
9590,coolvibesandchill,2014-01-18,False
9591,coolvibesandchill,,True
9592,coolvibesandchill,2014-01-01,False
9593,coolvibesandchill,2014-11-14,True
9594,76561198044036045,,False
9595,76561198047418653,,True
9596,bunnty,2014-07-24,True
9597,bunnty,2014-11-01,False
9598,Catch_Twenty_Two,2015-04-04,True
9599,76561197986144369,2015-09-04,False
9600,76561197986144369,2015-06-07,False
9601,epicnugg,2013-12-28,True
9602,76561198123879774,2015-08-16,True
9603,76561198051103556,2014-08-07,True
9604,lobbie,,True
9605,lobbie,2015-09-27,True
9606,76561198026959699,2015-04-05,True
9607,76561198019652792,,False
9608,Hogia,2015-11-17,True
9609,76561198029846088,,True
9610,76561198072734711,2015-04-01,True
9611,76561198072734711,,True
9612,76561198072734711,2015-03-31,True
9613,MEDSBUMM,2015-05-01,True
9614,12779,,True
9615,12779,2014-01-08,True
9616,12779,2014-04-07,True
9617,12779,2015-08-02,True
9618,12779,2014-09-06,False
9619,76561198085183243,,True
9620,76561198110404008,,True
9621,8947513,2013-05-26,True
9622,nukep,2014-03-06,True
9623,byrxn,,False
9624,byrxn,,True
9625,byrxn,2015-12-29,True
9626,byrxn,2015-12-29,True
9627,byrxn,2015-12-29,False
9628,byrxn,2015-12-29,True
9629,byrxn,2015-12-29,True
9630,76561198080278106,2014-05-29,True
9631,timtam012,2014-10-20,True
9632,timtam012,2014-09-18,True
9633,timtam012,,True
9634,timtam012,2015-12-23,False
9635,timtam012,2015-02-01,True
9636,timtam012,2014-07-06,True
9637,timtam012,2013-12-19,True
9638,timtam012,2013-12-11,True
9639,whatiyatalkinabeet,,True
9640,76561198055359584,2014-01-10,True
9641,76561198076514521,2013-12-17,True
9642,76561198070677367,2015-10-20,True
9643,Cactus_Chaos,2014-08-15,True
9644,cade51,2014-10-03,True
9645,76561197991548126,,False
9646,76561198055723928,2014-06-22,True
9647,76561198051064887,2014-11-25,True
9648,76561198042411838,,True
